Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker
1,0.7547634097761486,4,3,1.8128863990862905,0,3,-0.8701833340815202,2,0,-0.7659772668958666,1,1.1833123146987072,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.2569530922366421,2,0,-0.7316625652682123,0,1,0.9184771676276684,1,0,1.0469866784197936,1,-1.0154990326677027,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.2408572253028645,2,0,-0.728472574924266,0,1,0.9184771676276684,1,0,0.1405047057619635,2,-1.103451486562359,2,0,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.738667542842371,4,9,-0.7394603194423033,0,2,0.0241469167730741,1,0,-0.7659772668958666,0,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,0,-0.67317940896253,0,3,-0.8701833340815202,0,0,0.1405047057619635,2,0.039930414068174,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-0.8216359290989554,4,0,-0.6909015775400095,3,2,0.9184771676276684,1,0,1.0469866784197936,2,0.3917402296467996,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
2,-1.2364778603818776,3,4,-0.9173908919601972,0,1,-0.8701833340815202,1,0,-1.6724592395536968,1,-0.5757367631944207,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.90460431535554,4,4,-0.6820404932512698,4,3,0.9184771676276684,2,0,-0.7659772668958666,1,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,-0.2408572253028645,0,3,-0.0096614174216986,0,2,-1.7645135849361149,1,0,1.0469866784197936,2,-0.2239269476157951,0,1,1.0270789116578083,2,-0.4282895663715403,1,0
1,-0.738667542842371,0,8,-0.6597105608436457,0,2,-0.8701833340815202,2,0,-0.7659772668958666,0,-0.3998318554051079,2,1,-0.7049259983890862,1,-0.4282895663715403,1,0
2,-0.4897623840726178,2,7,-0.4842610919265989,0,4,0.9184771676276684,2,0,1.0469866784197936,2,0.3917402296467996,2,0,-0.7049259983890862,3,-0.4282895663715403,1,0
0,-0.2408572253028645,0,3,-0.0557390557231452,0,1,-1.7645135849361149,1,0,1.0469866784197936,1,-0.8395941248783899,2,0,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.738667542842371,2,4,-0.3516992709670524,4,2,0.9184771676276684,2,0,1.0469866784197936,3,0.1278828679628304,2,2,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,0,-0.8904531957224283,0,3,0.9184771676276684,2,0,-0.7659772668958666,0,-0.8395941248783899,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
2,-0.2408572253028645,2,0,-0.4644122631198218,0,4,0.0241469167730741,1,0,-0.7659772668958666,2,-1.103451486562359,2,1,-0.7049259983890862,3,-0.4282895663715403,0,0
1,-0.2408572253028645,4,4,-0.7181937171493279,0,2,0.9184771676276684,3,0,-0.7659772668958666,2,-0.2239269476157951,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.2569530922366421,2,1,-0.1089055614555836,4,4,0.9184771676276684,2,0,1.0469866784197936,3,1.1833123146987072,0,2,-0.7049259983890862,2,2.3348689263480744,1,0
3,-0.90460431535554,2,8,-0.8426033405632338,4,3,0.9184771676276684,1,0,0.1405047057619635,1,0.3917402296467996,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,-0.738667542842371,2,0,-0.7079148593743898,0,1,0.0241469167730741,1,0,-1.6724592395536968,0,0.1278828679628304,2,1,-0.7049259983890862,1,-0.4282895663715403,0,0
1,0.7547634097761486,2,0,-0.3974224658969494,0,2,0.9184771676276684,1,2,-0.7659772668958666,3,-1.0154990326677027,0,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-1.2364778603818776,2,4,-0.2212641102368035,2,2,-0.8701833340815202,2,0,0.1405047057619635,0,0.7435500452254252,2,0,-0.7049259983890862,2,2.3348689263480744,0,0
1,-0.738667542842371,2,0,-0.916682005217098,0,3,-0.8701833340815202,3,0,0.1405047057619635,2,-0.9275465787730462,0,1,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-0.2408572253028645,2,4,0.4688371341702471,0,1,0.0241469167730741,2,0,-0.7659772668958666,2,-0.3118794015104515,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,0.2569530922366421,4,4,-0.1415143516381459,1,4,0.0241469167730741,2,0,1.0469866784197936,0,0.039930414068174,2,1,-0.7049259983890862,2,2.3348689263480744,1,0
3,-0.2408572253028645,4,4,-0.3073938495233537,0,2,-0.8701833340815202,1,0,-0.7659772668958666,2,-0.8395941248783899,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,0.2569530922366421,4,4,-0.7231559243510222,3,4,0.9184771676276684,1,0,1.0469866784197936,1,1.8869319458559584,2,0,1.0270789116578083,3,-0.4282895663715403,1,0
1,2.2481943623946683,0,9,0.203004605508055,1,3,0.9184771676276684,2,0,1.0469866784197936,3,-0.1359744937211387,2,2,-0.7049259983890862,1,2.3348689263480744,0,0
3,-0.2408572253028645,4,4,-0.3662314492005856,0,2,-0.8701833340815202,1,0,-1.6724592395536968,2,-0.9275465787730462,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
0,1.2525737273156552,2,0,2.1265687829076767,0,3,-0.8701833340815202,2,0,-1.6724592395536968,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-0.90460431535554,2,0,-0.5934296503638724,2,2,0.0241469167730741,2,0,-0.7659772668958666,3,0.3917402296467996,2,0,-0.7049259983890862,1,2.3348689263480744,0,1
1,0.5058582510063954,0,9,1.788784249820918,0,4,-0.8701833340815202,1,0,1.0469866784197936,3,0.5676451374361124,2,2,1.0270789116578083,3,-0.4282895663715403,1,0
1,-0.2408572253028645,2,9,0.4138984115800607,0,4,-1.7645135849361149,2,1,-1.6724592395536968,0,-0.2239269476157951,0,1,-0.7049259983890862,3,-0.4282895663715403,1,0
3,-0.738667542842371,4,4,-0.5728719348139962,0,4,-0.8701833340815202,2,0,1.0469866784197936,0,2.4146466692238966,2,1,1.0270789116578083,1,-0.4282895663715403,1,0
1,-1.0705410878687087,2,3,-0.7210292641217246,0,2,0.0241469167730741,1,0,1.0469866784197936,0,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,-0.738667542842371,2,0,-0.8404766803339363,4,2,0.9184771676276684,3,0,-0.7659772668958666,2,-1.103451486562359,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,2.2481943623946683,2,0,1.8486851796127988,4,3,-1.7645135849361149,1,0,-0.7659772668958666,2,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
1,-1.2364778603818776,3,3,-0.7873101746014979,0,0,0.9184771676276684,2,0,-1.6724592395536968,1,-0.0480220398264823,1,1,1.0270789116578083,3,-0.4282895663715403,1,0
2,-1.2364778603818776,4,0,-0.6834582667374681,0,4,-1.7645135849361149,2,0,1.0469866784197936,0,0.919454953014738,2,1,1.0270789116578083,2,2.3348689263480744,0,1
1,-0.0749204527896956,3,1,1.3418311582968858,4,3,0.0241469167730741,2,0,1.0469866784197936,1,0.039930414068174,0,0,1.0270789116578083,3,2.3348689263480744,1,0
3,-0.90460431535554,4,3,-0.3988402393831478,0,1,-1.7645135849361149,1,0,0.1405047057619635,0,-1.103451486562359,2,0,1.0270789116578083,2,-0.4282895663715403,0,0
1,1.2525737273156552,2,7,3.310764087254855,1,2,-1.7645135849361149,2,0,1.0469866784197936,3,1.0074074069093943,2,2,-0.7049259983890862,2,2.3348689263480744,1,0
0,-1.2364778603818776,2,5,-1.0379016382870576,0,1,0.9184771676276684,1,0,-1.6724592395536968,0,-0.7516416709837335,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
0,0.2569530922366421,4,1,1.1851671880719674,0,0,-0.8701833340815202,2,0,1.0469866784197936,3,3.470076115959773,2,2,1.0270789116578083,3,-0.4282895663715403,1,0
3,1.2525737273156552,4,4,0.0250740329901611,4,4,0.9184771676276684,2,0,-0.7659772668958666,2,1.35921722248802,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
0,0.2569530922366421,3,4,-0.5714541613277979,0,1,0.9184771676276684,1,0,-0.7659772668958666,2,-0.5757367631944207,2,0,-0.7049259983890862,1,-0.4282895663715403,1,0
3,0.2569530922366421,4,1,0.2115112464252451,0,4,0.9184771676276684,1,0,-0.7659772668958666,2,0.479692683541456,2,0,1.0270789116578083,3,-0.4282895663715403,1,0
3,-0.2408572253028645,3,3,-0.518642098966909,0,3,0.9184771676276684,1,0,-1.6724592395536968,0,-1.1914039404570154,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
3,-0.9875727016121244,4,0,-0.4030935598417429,0,2,0.9184771676276684,2,0,1.0469866784197936,2,1.095359860804051,2,1,2.759083821704704,2,-0.4282895663715403,1,0
3,-0.738667542842371,2,3,-0.7614358084783778,2,2,0.9184771676276684,1,0,1.0469866784197936,2,-0.5757367631944207,2,0,-0.7049259983890862,1,-0.4282895663715403,0,0
3,-1.1535094741252931,4,4,-0.9007320534973664,4,4,0.9184771676276684,2,0,-0.7659772668958666,1,0.919454953014738,2,0,1.0270789116578083,1,-0.4282895663715403,1,0
3,-0.2408572253028645,1,0,1.1295195787386818,0,4,-0.8701833340815202,2,0,1.0469866784197936,3,0.3037877757521432,0,1,1.0270789116578083,3,2.3348689263480744,1,0
3,-0.2408572253028645,2,0,-0.2159474596635597,4,3,0.9184771676276684,2,0,0.1405047057619635,1,-0.3118794015104515,2,1,-0.7049259983890862,2,-0.4282895663715403,0,1
3,0.2569530922366421,4,1,0.8977136137452503,3,2,0.9184771676276684,2,0,-0.7659772668958666,0,-0.7516416709837335,2,1,1.0270789116578083,2,-0.4282895663715403,0,0
1,-0.738667542842371,2,4,-0.633481751348976,4,2,-0.8701833340815202,3,0,-1.6724592395536968,0,-0.9275465787730462,2,1,-0.7049259983890862,2,-0.4282895663715403,1,0
3,-1.2364778603818776,3,4,-0.8291344924443494,0,2,0.0241469167730741,1,0,-0.7659772668958666,0,-1.0154990326677027,2,1,-0.7049259983890862,2,-0.4282895663715403,0,0
